Time (ms),Altitude,Vertical Velocity,Vertical Acceleration,Yaw,Pitch,Roll
79868,-20.8974,-20.3157,-14.505,1.08939,-1.02362,-1.42726
79928,-20.3052,-19.9138,-15.4993,1.08954,-1.022,-1.42206
79983,-19.79,-19.633,-15.2975,1.09257,-1.02089,-1.42063
80042,-19.2614,-19.3486,-15.1711,1.08955,-1.01802,-1.41234
80135,-18.4539,-18.9299,-14.5196,1.0669,-1.00827,-1.37952
80194,-17.9927,-18.676,-14.6492,1.06225,-1.00486,-1.36988
80254,-17.5441,-18.4502,-15.4102,1.06342,-0.998956,-1.36788
80317,-17.1056,-18.2925,-14.8345,1.05805,-0.995572,-1.35723
80377,-16.7115,-18.1313,-14.7911,1.05167,-0.992242,-1.3464
80436,-16.3414,-17.9888,-15.7703,1.05355,-0.991918,-1.34556
80500,-15.9688,-17.922,-14.2343,1.05257,-0.989933,-1.34007
80559,-15.6473,-17.7896,-14.8994,1.06096,-0.991938,-1.34609
80622,-15.3241,-17.7091,-14.4909,1.07548,-0.995693,-1.35869
80682,-15.0388,-17.6272,-15.3935,1.09103,-0.999329,-1.37161
80741,-14.7779,-17.6158,-15.1847,1.09455,-1.00024,-1.3721
80805,-14.5183,-17.607,-14.6394,1.10465,-1.00286,-1.37808
80864,-14.297,-17.5803,-15.1307,1.1084,-1.00322,-1.37725
80924,-14.098,-17.601,-15.4096,1.11493,-1.00506,-1.37963
80987,-13.907,-17.6516,-15.116,1.1173,-1.00519,-1.37628
81047,-13.7459,-17.6948,-15.1189,1.12068,-1.0055,-1.37433
81110,-13.5898,-17.7475,-14.9908,1.12777,-1.00659,-1.3754
81170,-13.4614,-17.8021,-15.3318,1.13061,-1.00643,-1.37205
81230,-13.3474,-17.8844,-14.9385,1.13543,-1.00719,-1.37071
81293,-13.2434,-17.9537,-15.0221,1.13694,-1.00631,-1.36496
81353,-13.1595,-18.0323,-15.0587,1.13899,-1.00522,-1.35964
81412,-13.0845,-18.1137,-14.7568,1.14247,-1.00437,-1.35597
81476,-13.0173,-18.1892,-14.9363,1.14221,-1.00218,-1.34801
81535,-12.9646,-18.2726,-15.5003,1.14872,-1.00184,-1.34847
81598,-12.916,-18.398,-15.3668,1.14707,-0.999493,-1.33933
81658,-12.8734,-18.507,-15.7547,1.13944,-0.995219,-1.32399
81717,-12.8432,-18.6403,-15.4707,1.14228,-0.994113,-1.32146
81780,-12.8261,-18.7696,-15.5608,1.14189,-0.992496,-1.31642
81840,-12.8214,-18.9008,-15.5089,1.13674,-0.989804,-1.30664
81899,-12.824,-19.0265,-15.5559,1.13745,-0.988857,-1.3037
81962,-12.8357,-19.1642,-15.4951,1.13302,-0.986733,-1.29501
82022,-12.8562,-19.2926,-15.2058,1.12899,-0.985478,-1.28783
82085,-12.8845,-19.4085,-15.1936,1.12584,-0.983983,-1.28068
82145,-12.908,-19.5111,-15.415,1.12217,-0.982446,-1.27313
82204,-12.939,-19.6261,-15.4153,1.11915,-0.981016,-1.2661
82268,-12.9732,-19.746,-15.4246,1.11908,-0.979814,-1.26133
82327,-13.0128,-19.858,-15.3049,1.11981,-0.979186,-1.25782
82387,-13.0568,-19.9626,-15.3561,1.11729,-0.977319,-1.24966
82450,-13.1115,-20.0769,-15.5183,1.12117,-0.977178,-1.24811
82510,-13.1637,-20.1907,-15.3829,1.12557,-0.97715,-1.24733
82573,-13.2213,-20.2987,-15.5521,1.12977,-0.976734,-1.24529
82633,-13.2773,-20.4079,-15.4603,1.13487,-0.97697,-1.24488
82692,-13.3273,-20.5021,-15.3666,1.13922,-0.976805,-1.24324
82756,-13.3825,-20.5946,-15.3859,1.14189,-0.976001,-1.23861
82816,-13.4313,-20.6768,-15.4655,1.14597,-0.975819,-1.23624
82875,-13.4897,-20.7661,-15.5399,1.14934,-0.97546,-1.23356
82939,-13.5584,-20.8672,-15.4833,1.15202,-0.974622,-1.22927
82998,-13.6205,-20.9523,-15.5286,1.15402,-0.973521,-1.22477
83062,-13.6894,-21.0445,-15.5345,1.15578,-0.972557,-1.22013
83152,-13.8,-21.1773,-15.5446,1.15492,-0.97045,-1.21107
83212,-13.8644,-21.2554,-15.5503,1.15583,-0.969743,-1.20776
83275,-13.9359,-21.3369,-15.5571,1.15306,-0.968172,-1.20014
83334,-13.9991,-21.4078,-15.5047,1.15213,-0.96711,-1.19524
83394,-14.0575,-21.4699,-15.4047,1.15038,-0.96567,-1.18948
83457,-14.1097,-21.5197,-15.7469,1.15095,-0.964972,-1.18625
83517,-14.159,-21.585,-15.6726,1.14734,-0.967886,-1.17804
83580,-14.2189,-21.6517,-15.5261,1.14517,-0.966054,-1.17091
83640,-14.2752,-21.7034,-15.5699,1.14625,-0.964992,-1.1674
83699,-14.3307,-21.7547,-15.4839,1.14641,-0.963934,-1.16251
83763,-14.3829,-21.7971,-15.6546,1.14564,-0.962307,-1.15621
83822,-14.4291,-21.8431,-15.5655,1.14653,-0.96123,-1.15167
83882,-14.4745,-21.8816,-15.6454,1.14817,-0.960283,-1.14793
83945,-14.5192,-21.9232,-15.6376,1.14949,-0.959334,-1.14301
84005,-14.5567,-21.9571,-15.6912,1.14848,-0.95768,-1.13496
84068,-14.6026,-21.999,-15.7331,1.14979,-0.95663,-1.13026
84128,-14.6498,-22.0421,-15.7341,1.15023,-0.955595,-1.12462
84188,-14.6931,-22.0808,-15.5979,1.14944,-0.954104,-1.11723
84252,-14.7331,-22.1075,-15.67,1.14932,-0.95243,-1.10994
84311,-14.7671,-22.1332,-15.7438,1.14978,-0.951255,-1.10465
84371,-14.7996,-22.1612,-15.7081,1.14979,-0.94997,-1.09918
84435,-14.832,-22.186,-15.8167,1.14844,-0.948377,-1.09217
84494,-14.8591,-22.2122,-15.6771,1.14628,-0.946528,-1.08408
84553,-14.8786,-22.224,-15.6576,1.14294,-0.944415,-1.07555
84608,-14.9007,-22.2362,-15.7808,1.14259,-0.943254,-1.07094
84667,-14.9263,-22.2573,-15.7238,1.14238,-0.942069,-1.06674
84731,-14.9447,-22.2691,-15.8002,1.14175,-0.940437,-1.06115
84790,-14.9633,-22.2851,-15.6708,1.13944,-0.938307,-1.0535
84849,-14.9835,-22.2941,-15.7623,1.14029,-0.937195,-1.04984
84913,-15.0071,-22.3103,-15.8557,1.14103,-0.935923,-1.04508
84972,-15.0282,-22.3295,-15.8947,1.14168,-0.934801,-1.04081
85032,-15.0477,-22.3492,-15.7181,1.14103,-0.933249,-1.03422
85095,-15.0756,-22.3632,-15.8422,1.14257,-0.932274,-1.02995
85155,-15.0989,-22.3811,-15.8167,1.14226,-0.930645,-1.02354
85219,-15.1187,-22.3942,-15.8986,1.14357,-0.929537,-1.01885
85278,-15.1408,-22.4131,-15.7524,1.14495,-0.928663,-1.01469
85338,-15.1575,-22.4191,-15.8413,1.14634,-0.927431,-1.00964
85401,-15.1736,-22.4295,-15.8226,1.14975,-0.927064,-1.00759
85461,-15.1922,-22.4402,-15.7119,1.15015,-0.925742,-1.00209
85521,-15.2112,-22.4442,-16.5645,1.15239,-0.924944,-0.998669
85585,-15.2416,-22.5086,-15.9569,1.15536,-0.924643,-0.996018
85644,-15.2674,-22.5289,-15.6431,1.15567,-0.923407,-0.990782
85720,-15.2976,-22.5285,-15.4012,1.1571,-0.923,-0.986371
85782,-15.3156,-22.5088,-15.9441,1.15964,-0.922717,-0.984042
85844,-15.3302,-22.5206,-16.0084,1.15978,-0.922105,-0.97969
85909,-15.341,-22.5334,-15.9796,1.16281,-0.922162,-0.9785
85971,-15.3493,-22.5419,-16.0577,1.16294,-0.921219,-0.973778
86033,-15.3662,-22.5608,-15.9838,1.1629,-0.920422,-0.968923
86131,-15.389,-22.5793,-15.8906,1.16531,-0.919866,-0.96442
86193,-15.406,-22.5865,-16.0972,1.1665,-0.919607,-0.961031
86258,-15.4146,-22.6005,-15.7764,1.16736,-0.919063,-0.95618
86320,-15.4223,-22.5934,-15.9549,1.16887,-0.918685,-0.952813
86381,-15.425,-22.594,-15.9676,1.17063,-0.918244,-0.948886
86447,-15.4276,-22.5952,-16.2501,1.17074,-0.916984,-0.9427
86509,-15.4268,-22.6112,-16.0055,1.17465,-0.91678,-0.940851
86570,-15.4328,-22.6164,-16.0015,1.17596,-0.915947,-0.936144
86636,-15.4404,-22.6222,-16.4135,1.17805,-0.915089,-0.93171
86698,-15.446,-22.6514,-16.083,1.18044,-0.914751,-0.928583
86763,-15.4509,-22.659,-16.0192,1.18235,-0.913891,-0.924028
86825,-15.4512,-22.659,-16.0876,1.18223,-0.912809,-0.917988
86887,-15.4497,-22.662,-16.1932,1.18328,-0.911916,-0.913265
86952,-15.452,-22.6743,-16.1142,1.18467,-0.910946,-0.908869
87014,-15.4563,-22.6822,-16.0923,1.18702,-0.910705,-0.906257
87076,-15.4551,-22.6846,-16.0045,1.18749,-0.909838,-0.901596
87142,-15.4598,-22.6855,-16.0596,1.18845,-0.909252,-0.897555
87204,-15.4657,-22.6907,-16.1433,1.18847,-0.908114,-0.892386
87270,-15.4772,-22.705,-16.0915,1.19058,-0.907965,-0.888958
87331,-15.4905,-22.7164,-16.0516,1.192,-0.907439,-0.885906
87393,-15.5027,-22.7241,-16.0964,1.19294,-0.906912,-0.882174
87459,-15.5086,-22.7301,-15.9653,1.19367,-0.905996,-0.877524
87521,-15.5161,-22.7287,-16.0178,1.19527,-0.905352,-0.874145
87582,-15.5198,-22.7281,-16.0412,1.19542,-0.904475,-0.868739
87648,-15.523,-22.7283,-16.0683,1.19771,-0.904023,-0.865448
87709,-15.5326,-22.7348,-16.0948,1.19893,-0.903169,-0.861267
87775,-15.5373,-22.7393,-16.0107,1.20012,-0.902392,-0.85669
87836,-15.5408,-22.7376,-15.8818,1.20325,-0.902209,-0.855
87898,-15.5407,-22.7257,-16.0111,1.20395,-0.901365,-0.85035
87963,-15.545,-22.7249,-16.589,1.20619,-0.9007,-0.846646
88025,-15.5522,-22.7614,-15.8756,1.20783,-0.900117,-0.842892
88087,-15.5594,-22.7531,-16.1901,1.20879,-0.89943,-0.83784
88153,-15.5606,-22.7605,-16.6362,1.20531,-0.898724,-0.833312
88214,-15.5647,-22.7957,-16.2521,1.20396,-0.8976,-0.825679
88280,-15.5725,-22.8096,-16.3889,1.2011,-0.895552,-0.815386
88342,-15.5816,-22.8317,-15.9384,1.19947,-0.893898,-0.806996
88404,-15.5907,-22.8255,-16.285,1.19898,-0.892479,-0.800257
88469,-15.6028,-22.8431,-16.4003,1.20024,-0.891575,-0.795418
88531,-15.6122,-22.8646,-16.0895,1.20356,-0.891167,-0.793247
88593,-15.6245,-22.8684,-16.1212,1.20635,-0.890805,-0.79089
88659,-15.6406,-22.8764,-16.2707,1.21003,-0.890815,-0.789481
88720,-15.6591,-22.8948,-16.8839,1.21463,-0.891012,-0.789902
88786,-15.6716,-22.9483,-16.2837,1.21657,-0.890584,-0.786495
88848,-15.6861,-22.9617,-16.3105,1.21558,-0.889248,-0.780002
88910,-15.6989,-22.9751,-16.0211,1.21476,-0.888093,-0.773853
88976,-15.7081,-22.967,-16.2639,1.2138,-0.887112,-0.767314
89037,-15.7109,-22.9703,-16.063,1.21477,-0.886458,-0.763013
89099,-15.6982,-22.9506,-16.1625,1.22178,-0.886569,-0.760199
89165,-15.6942,-22.9436,-16.6593,1.22403,-0.886416,-0.756621
89259,-15.6834,-22.9759,-16.0728,1.22605,-0.886035,-0.750123
89321,-15.6774,-22.9612,-16.2176,1.23128,-0.886785,-0.750149
89387,-15.678,-22.9604,-16.1529,1.23197,-0.886624,-0.744248
89448,-15.6785,-22.9558,-16.1609,1.22964,-0.885505,-0.734213
89514,-15.6895,-22.9589,-16.0719,1.22884,-0.884672,-0.72644
89576,-15.7044,-22.9593,-16.1935,1.22868,-0.883916,-0.719793
89637,-15.7165,-22.9652,-17.7224,1.23157,-0.883507,-0.715411
89703,-15.7307,-23.0707,-16.4889,1.23504,-0.883361,-0.713407
89765,-15.752,-23.0961,-16.9119,1.2361,-0.882738,-0.709488
89827,-15.7783,-23.1495,-16.6575,1.23701,-0.882206,-0.705801
89892,-15.8043,-23.1858,-15.6068,1.23723,-0.886179,-0.701903
89954,-15.8232,-23.1511,-17.0874,1.23447,-0.884737,-0.694907
90020,-15.8463,-23.2132,-16.4037,1.2382,-0.884749,-0.694393
90082,-15.8778,-23.2344,-16.1136,1.24129,-0.884646,-0.693559
90144,-15.9165,-23.242,-16.3881,1.24196,-0.883693,-0.689339
90210,-15.9471,-23.2602,-16.0995,1.24076,-0.88251,-0.682119
90272,-15.9655,-23.2518,-17.2028,1.2401,-0.881418,-0.675996
90333,-15.9865,-23.3118,-17.2669,1.24174,-0.881031,-0.67215
90399,-16.0099,-23.3785,-16.6312,1.24393,-0.88084,-0.668308
90461,-16.0411,-23.4062,-16.5608,1.24408,-0.880035,-0.662179
90527,-16.0718,-23.428,-15.6852,1.24488,-0.879302,-0.656424
90589,-16.0909,-23.3878,-16.3512,1.24793,-0.879317,-0.653688
90651,-16.1151,-23.3932,-16.6954,1.25061,-0.879504,-0.651366
90716,-16.14,-23.4202,-15.6616,1.25455,-0.879828,-0.649524
90778,-16.1665,-23.384,-16.3642,1.2548,-0.879294,-0.644395
90839,-16.1871,-23.388,-16.5106,1.25643,-0.87925,-0.640604
90905,-16.2098,-23.402,-16.423,1.25887,-0.879124,-0.637644
90967,-16.2246,-23.4047,-16.1554,1.26019,-0.878758,-0.634021
91032,-16.2447,-23.3935,-16.6536,1.25945,-0.877979,-0.627162
91094,-16.274,-23.4206,-16.477,1.25903,-0.87703,-0.621474
91156,-16.2983,-23.4323,-16.4964,1.26201,-0.876742,-0.619878
91222,-16.3261,-23.4468,-16.1535,1.26479,-0.876459,-0.617669
91283,-16.3446,-23.4342,-16.1266,1.26719,-0.876275,-0.615102
91345,-16.364,-23.4207,-16.5535,1.26927,-0.875937,-0.61133
91410,-16.3793,-23.4308,-16.7043,1.2703,-0.875156,-0.606481
91472,-16.3926,-23.4483,-16.1589,1.27259,-0.874629,-0.603425
91537,-16.399,-23.4259,-16.2748,1.27575,-0.874174,-0.600272
91599,-16.3958,-23.4061,-16.493,1.27731,-0.873748,-0.59585
91661,-16.3945,-23.4017,-16.5821,1.27815,-0.873154,-0.590644
91726,-16.395,-23.4042,-16.5065,1.28019,-0.87271,-0.586299
91788,-16.3887,-23.3973,-16.3137,1.28296,-0.872645,-0.584205
91850,-16.3953,-23.3879,-16.4001,1.2837,-0.872353,-0.579332
91916,-16.404,-23.385,-16.5064,1.28707,-0.872602,-0.577517
91977,-16.4079,-23.3859,-16.4299,1.28925,-0.872685,-0.574525
92043,-16.4045,-23.3768,-20.2966,1.29278,-0.873098,-0.572449
92105,-16.414,-23.6118,-15.7255,1.29542,-0.873,-0.56866
92167,-16.4377,-23.5693,-16.9346,1.29545,-0.872385,-0.562686
92233,-16.4674,-23.6072,-16.45,1.29975,-0.872753,-0.562067
92329,-16.5179,-23.6192,-16.5628,1.29919,-0.872175,-0.553375
92390,-16.5476,-23.6315,-16.4546,1.30232,-0.872422,-0.552274
92456,-16.5662,-23.6279,-16.4928,1.30565,-0.872803,-0.551367
92517,-16.5784,-23.6235,-16.5396,1.30662,-0.872777,-0.547986
92583,-16.5877,-23.6193,-16.5027,1.30799,-0.8731,-0.54551
92644,-16.5981,-23.6146,-16.6555,1.30787,-0.872959,-0.542029
92706,-16.6031,-23.6155,-16.611,1.30952,-0.873617,-0.541414
92772,-16.6126,-23.6164,-16.4548,1.31195,-0.874522,-0.541955
92833,-16.6186,-23.606,-16.4681,1.31172,-0.875042,-0.539663
92895,-16.6232,-23.5956,-16.3471,1.30824,-0.874541,-0.532165
92961,-16.6278,-23.577,-16.1919,1.30703,-0.874508,-0.526552
93023,-16.6292,-23.5489,-16.1717,1.30817,-0.874573,-0.523401
93088,-16.6351,-23.5224,-16.4044,1.31076,-0.87452,-0.520695
93150,-16.6419,-23.5133,-16.2954,1.31226,-0.873917,-0.515416
93212,-16.6376,-23.4902,-16.3884,1.31479,-0.873192,-0.510442
93278,-16.6356,-23.4745,-16.3874,1.31897,-0.872634,-0.507101
93340,-16.6308,-23.4584,-16.4588,1.32204,-0.876869,-0.502638
93401,-16.6238,-23.4458,-16.4955,1.32534,-0.876093,-0.499159
93467,-16.6092,-23.4304,-16.5876,1.32828,-0.875494,-0.495144
93529,-16.5956,-23.4222,-16.4526,1.33064,-0.874805,-0.490048
93591,-16.5767,-23.4025,-16.5706,1.33312,-0.874693,-0.486836
93657,-16.558,-23.391,-16.6002,1.33553,-0.874691,-0.484148
93718,-16.5456,-23.386,-16.4539,1.33561,-0.874639,-0.480049
93784,-16.5329,-23.3719,-16.5006,1.33846,-0.875228,-0.479957
93845,-16.5184,-23.3603,-16.5398,1.33959,-0.875759,-0.477912
93907,-16.5026,-23.3507,-16.4843,1.33838,-0.876047,-0.473369
93973,-16.5013,-23.3481,-16.5087,1.33794,-0.876363,-0.469596
94034,-16.4968,-23.3449,-16.4094,1.33929,-0.876699,-0.467258
94096,-16.491,-23.335,-16.3101,1.3397,-0.876638,-0.463089
94162,-16.4854,-23.3188,-16.3546,1.3408,-0.876594,-0.458644
94223,-16.4799,-23.307,-16.3632,1.34302,-0.876382,-0.455285
94289,-16.4769,-23.2974,-16.3045,1.34574,-0.876036,-0.451241
94351,-16.4689,-23.2816,-16.4378,1.3482,-0.875479,-0.447288
94412,-16.4534,-23.2694,-16.4663,1.35188,-0.87503,-0.444167
94478,-16.4375,-23.2591,-16.3786,1.35553,-0.874335,-0.440254
94540,-16.4281,-23.2485,-16.581,1.35893,-0.873685,-0.436816
94602,-16.4153,-23.2483,-16.6358,1.36081,-0.872822,-0.432523
94667,-16.4103,-23.2573,-16.7146,1.36212,-0.872215,-0.428372
94729,-16.4086,-23.2725,-16.7139,1.36356,-0.871944,-0.424787
94795,-16.4035,-23.2856,-16.6131,1.36428,-0.871842,-0.420533
94857,-16.4012,-23.293,-16.5085,1.36599,-0.871868,-0.417995
94918,-16.3928,-23.2894,-16.532,1.36715,-0.871831,-0.414725
94984,-16.3952,-23.2952,-16.5109,1.36724,-0.871893,-0.410065
95046,-16.4022,-23.3024,-16.5432,1.36813,-0.87228,-0.40687
95108,-16.4065,-23.3093,-16.399,1.36906,-0.872584,-0.403319
95174,-16.4069,-23.3043,-16.5257,1.37052,-0.872755,-0.399586
95236,-16.4109,-23.3099,-16.4572,1.37231,-0.872773,-0.39588
95302,-16.4144,-23.3107,-17.1211,1.37403,-0.872568,-0.391567
95398,-16.419,-23.373,-16.6559,1.3788,-0.872093,-0.387117
95459,-16.4217,-23.3826,-16.3675,1.3815,-0.871691,-0.383578
95525,-16.4236,-23.3731,-17.6479,1.38328,-0.870935,-0.378897
95587,-16.429,-23.4449,-16.5613,1.38508,-0.870296,-0.374893
95648,-16.43,-23.4446,-16.6112,1.38714,-0.869687,-0.371076
95714,-16.4261,-23.444,-17.3069,1.38946,-0.869283,-0.367853
95776,-16.4253,-23.4878,-16.6722,1.39056,-0.868977,-0.363438
95842,-16.4248,-23.4915,-16.5779,1.39166,-0.868861,-0.359128
95903,-16.4274,-23.4913,-16.641,1.39309,-0.868866,-0.35593
95965,-16.431,-23.4957,-16.6503,1.39449,-0.869016,-0.352376
96031,-16.4458,-23.5082,-16.5499,1.39529,-0.869365,-0.347939
96093,-16.4561,-23.5109,-16.6568,1.39645,-0.869599,-0.343913
96155,-16.4629,-23.5176,-16.596,1.39849,-0.869907,-0.341351
96221,-16.4688,-23.5195,-16.6252,1.40018,-0.87,-0.337265
96283,-16.4667,-23.5177,-16.6604,1.40127,-0.870158,-0.333116
96348,-16.4708,-23.5225,-16.4118,1.4028,-0.870101,-0.329479
96410,-16.4871,-23.5204,-16.4873,1.40489,-0.87,-0.326405
96472,-16.4936,-23.5161,-16.6284,1.40688,-0.869636,-0.32302
96538,-16.4929,-23.5156,-16.5746,1.40891,-0.869198,-0.318322
96600,-16.4926,-23.5122,-16.6129,1.41056,-0.868801,-0.314355
96662,-16.4934,-23.512,-16.6039,1.41212,-0.868288,-0.310322
96741,-16.4922,-23.5095,-16.5846,1.41317,-0.867649,-0.304588
96802,-16.489,-23.5049,-16.5769,1.41477,-0.867213,-0.300875
96867,-16.487,-23.5008,-16.6295,1.4166,-0.866945,-0.297249
96929,-16.4866,-23.5012,-16.672,1.41776,-0.866821,-0.293314
96990,-16.4813,-23.5008,-16.6824,1.41898,-0.866967,-0.289265
97056,-16.4849,-23.5075,-16.6177,1.4206,-0.866991,-0.285164
97118,-16.4818,-23.505,-16.7157,1.42236,-0.867198,-0.28156
97179,-16.4779,-23.508,-16.5706,1.42391,-0.867448,-0.277689
97245,-16.474,-23.502,-16.6909,1.42586,-0.867815,-0.273819
97307,-16.4802,-23.5106,-16.583,1.42805,-0.868159,-0.27034
97372,-16.4928,-23.5167,-16.5471,1.42961,-0.868228,-0.266535
97434,-16.5032,-23.519,-16.5963,1.43104,-0.868503,-0.262627
97496,-16.5045,-23.5178,-16.6247,1.433,-0.86849,-0.259287
97561,-16.5159,-23.5254,-16.6179,1.43492,-0.868222,-0.25516
97623,-16.525,-23.5307,-16.5498,1.43646,-0.868043,-0.251208
97685,-16.5422,-23.5371,-16.6292,1.43783,-0.867676,-0.247414
97750,-16.5463,-23.5391,-16.6549,1.43911,-0.867359,-0.243048
97812,-16.5469,-23.5401,-16.6061,1.4403,-0.866986,-0.2389
97878,-16.5471,-23.5377,-16.6807,1.44162,-0.866562,-0.234585
97940,-16.5371,-23.533,-16.6955,1.44314,-0.86656,-0.230897
98001,-16.5268,-23.5292,-16.7296,1.44458,-0.866534,-0.22716
98067,-16.5159,-23.5276,-16.6451,1.44629,-0.866559,-0.222984
98129,-16.5086,-23.5231,-16.7477,1.44797,-0.866658,-0.219249
98191,-16.4956,-23.521,-16.6069,1.44947,-0.866851,-0.215468
98257,-16.4957,-23.5195,-16.5844,1.45104,-0.86719,-0.21148
98319,-16.5101,-23.5266,-16.6772,1.45332,-0.867542,-0.208346
98381,-16.5224,-23.5377,-16.6209,1.45485,-0.86799,-0.20446
98482,-16.5322,-23.5421,-16.5761,1.45738,-0.868618,-0.198684
98544,-16.5389,-23.5425,-16.5498,1.45866,-0.86874,-0.194383
